type,status,isSend,content,content2,talkerId
1,2,1,晚上意思结束了吧,,1569
1,3,0,kuaful,@小心我来了?,1569
1,3,0,q32444005,看来结束了，睡觉,1569
1,2,1,下班,,1569
3,2,1,,,1569
1,3,0,q32444005,浪,1569
1,3,0,q32444005,下雨的话，?是不是就会取消啊,1569
1,2,1,不取消,,1569
3,2,1,,,1569
3,3,0,kuaful,,1569
1,3,0,kuaful,昨天收入颇丰，买了煎饺,1569
49,3,0,kuaful,,1569
1,2,1,安,,1569
1,3,0,kuaful,买饮料吗,1569
1,3,0,q32444005,买,1569
1,3,0,q32444005,带嗯买个鸡酒,1569
1,3,0,kuaful,你要啊？,1569
1,2,1,@simmon?不买饮料,,1569
1,3,0,q32444005,嗯,1569
1,3,0,q32444005,送人,1569
1,3,0,q32444005,发票能开的咯？,1569
1,3,0,wxid_1252782525412,螃蟹券买了没有？,1569
3,2,1,,,1569
1,3,0,q32444005,回南京？,1569
1,3,0,wxid_1252782525412,上班了,1569
1,2,1,上班了,,1569
1,2,1,第二次特斯拉了,,1569
1,3,0,q32444005,浪,1569
34,2,1,wxid_0mkad3zxhnsr22,8174,1569
3,3,0,kuaful,,1569
3,3,0,kuaful,,1569
47,3,0,kuaful,0,1569
47,3,0,wxid_1252782525412,0,1569
1,3,0,kuaful,小皮蛋今天上班哒,1569
1,3,0,wxid_1252782525412,浪,1569
1,3,0,wxid_1252782525412,请问昨天的快递到了吗,1569
3,3,0,kuaful,,1569
1,3,0,kuaful,可以发包了,1569
1,3,0,kuaful,小皮，人呢？@小心我来了?,1569
1,3,0,wxid_1252782525412,看到货自然有惊喜,1569
1,3,0,kuaful,心情不好你看都看不到,1569
1,3,0,kuaful,刁德一，快点,1569
3,3,0,kuaful,,1569
1,3,0,wxid_1252782525412,[蛋糕][蛋糕][蛋糕],1569
1,2,1,[蛋糕][蛋糕][蛋糕][蛋糕][蛋糕],,1569
1,3,0,kuaful,@小心我来了?刁德一唱歌生日歌，不然嗯不开心。,1569
3,2,1,,,1569
1,2,1,@simmon?怎么说,,1569
3,3,0,kuaful,,1569
1,3,0,kuaful,@我爱周星驰?擅自做主买了个便宜车票,1569
3,3,0,kuaful,,1569
3,3,0,kuaful,,1569
1,3,0,kuaful,@小心我来了?,1569
1,3,0,wxid_1252782525412,浪吗,1569
1,3,0,wxid_1252782525412,一嘎嘎自主权都么的,1569
1,3,0,kuaful,开会要早些个,1569
1,3,0,wxid_1252782525412,起不来喔,1569
1,3,0,kuaful,那今天不要来提酒了,1569
1,2,1,[强],,1569
1,3,0,kuaful,@我爱周星驰?省了多少钱啊？,1569
1,3,0,wxid_1252782525412,浪,1569
1,3,0,wxid_1252782525412,虽然很早,1569
1,3,0,wxid_1252782525412,但是地铁很方便,1569
1,3,0,kuaful,态度可嘉,1569
1,3,0,kuaful,一切都可以谈,1569
1,3,0,q32444005,300304,1569
1,2,1,@simmon?2张省了77,,1569
1,2,1,@我要去西藏?发个包,,1569
1,2,1,涨停了,,1569
1,3,0,q32444005,没买,1569
1,2,1,晚上给let刚,,1569
1,2,1,科长庆祝一下啊,,1569
1,3,0,q32444005,没子弹,1569
1,2,1,子弹是什么,,1569
1,2,1,?_?,,1569
1,3,0,kuaful,@小心我来了?下午来不来,1569
1,3,0,kuaful,不来恩下班了,1569
1,3,0,wxid_1252782525412,不来,1569
3,3,0,kuaful,,1569
1,3,0,kuaful,喜欢你的直白,1569
1,2,1,晚上@simmon?什么活动啊,,1569
1,3,0,kuaful,不要就算了啵,1569
1,3,0,kuaful,晚上犬子办了个饭局，要请恩吃饭,1569
1,2,1,@simmon?他拿了做呢，拿了就要喝特,,1569
1,3,0,kuaful,不丑，蛮懂事的,1569
1,2,1,@simmon?夜宵呢,,1569
1,3,0,kuaful,夜宵没安排,1569
1,3,0,kuaful,一切都可以谈,1569
3,2,1,,,1569
1,3,0,kuaful,看看黑人怎么说的,1569
1,3,0,kuaful,黑人今天不说话了,1569
1,3,0,kuaful,还有小皮蛋,1569
1,2,1,看来结束了,,1569
3,2,1,,,1569
1,3,0,kuaful,小皮蛋今天比较屌,1569
1,3,0,kuaful,恩看来茅台要带他慢慢放出来,1569
1,3,0,wxid_1252782525412,这几天放在你那比当我这安全,1569
1,3,0,wxid_1252782525412,放,1569
1,3,0,kuaful,发个包,1569
1,3,0,kuaful,大家庆祝下,1569
1,3,0,wxid_1252782525412,庆祝什呢,1569
1,3,0,kuaful,成功且无损到货,1569
1,3,0,kuaful,嗯相信这个不需要恩催你吧,1569
1,3,0,kuaful,@小心我来了,1569
1,2,1,[勾引][勾引][勾引],,1569
3,2,1,,,1569
1,3,0,kuaful,@小心我来了,1569
10000,4,0,你修改群名为“金陵酒文化考察团”,,1569
1,2,1,特斯拉都满地跑了,,1569
1,2,1,科长你要升级装备,,1569
10000,4,0,黄亮修改群名为“杭州远征军”,,1569
10000,4,0,黄亮修改群名为“杭州远征军????????”,,1569
1,3,0,kuaful,在物欲横流的今天，我想，大家或许觉得，能成功地坐上高尔夫，也不啻是一种清新的体验吧,1569
436207665,3,0,wxid_1252782525412,,1569
10000,3,0,"<imgsrc=""SystemMessages_HongbaoIcon.png""/>你领取了张保重的<_wc_custom_link_color=""#FD9931""href=""weixin","//weixinhongbao/opendetail?sendid=1000039401201709157015793850029&sign=34c1ef4edcd91abfde0da0b360cc0cb0efd5254707995d20babb7823e9796fb522e1301608dd5a13b196fedc8e4b83fe52a460a116491512e01cba08ed9336b3953fae5fac4b11aaa742f147e9b716e9b4b5e8a7103538445baf17d95d1e0d26&ver=6"">红包</_wc_custom_link_>",1569
1,3,0,kuaful,@小心我来了?四个人的包,1569
1,3,0,kuaful,我喜欢同乐乐,1569
1,3,0,kuaful,罚款就不罚了,1569
1,3,0,kuaful,@我爱周星驰?逼养的吐出来,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
1,3,0,kuaful,快动些个,1569
1,3,0,kuaful,要不您先买瓶茅台？,1569
3,2,1,,,1569
3,3,0,q32444005,,1569
1,3,0,kuaful,非要贴个发票呢？,1569
1,2,1,啊你20点半离开,,1569
1,3,0,kuaful,非要计较这一晚呢？,1569
1,3,0,q32444005,相差这么远？,1569
1,3,0,q32444005,八点半就走了吗,1569
1,3,0,q32444005,老板回来了，周一必须要去公司，够死了,1569
1,2,1,9点也可以,,1569
1,2,1,勉强,,1569
1,2,1,主要担心打不到车,,1569
1,2,1,@我要去西藏?,,1569
1,3,0,kuaful,周一最早一班呢,1569
1,2,1,给你预留时间了,,1569
1,3,0,kuaful,不是蛮好嘛,1569
1,3,0,q32444005,地铁呢,1569
1,3,0,kuaful,地铁全程35分钟,1569
1,3,0,kuaful,不含近地铁和出地铁时间,1569
1,3,0,q32444005,嗯，到时候再说,1569
3,3,0,kuaful,,1569
1,3,0,kuaful,@我要去西藏?@小心我来了?在哪里,1569
48,3,0,wxid_1252782525412,,1569
1,3,0,kuaful,晚上呢,1569
48,3,0,wxid_1252782525412,,1569
1,3,0,kuaful,浪,1569
1,3,0,kuaful,夜里呢？》,1569
48,3,0,wxid_1252782525412,,1569
1,3,0,kuaful,弄一顿啊,1569
47,3,0,wxid_1252782525412,0,1569
1,3,0,wxid_1252782525412,要香总批,1569
1,2,1,浪拉你,,1569
1,3,0,q32444005,浪,1569
1,3,0,wxid_1252782525412,翠苑人就这么顾家,1569
1,2,1,@小心我来了?批了没有,,1569
3,3,0,wxid_1252782525412,,1569
43,3,0,kuaful,3,1569
3,2,1,,,1569
3,2,1,,,1569
1,3,0,kuaful,@我爱周星驰?晚上八点,1569
3,3,0,kuaful,,1569
3,3,0,kuaful,,1569
1,3,0,kuaful,希望明年生日不用再接顺风车,1569
3,2,1,,,1569
1,3,0,kuaful,小皮蛋呢？,1569
3,3,0,wxid_1252782525412,,1569
1,2,1,浪,,1569
1,2,1,一个包,,1569
47,2,1,wxid_0mkad3zxhnsr22,1.51E+12,1569
1,2,1,没抢到,,1569
1,3,0,wxid_1252782525412,浪,1569
1,2,1,浪,,1569
43,2,1,wxid_0mkad3zxhnsr22,8,1569
3,2,1,,,1569
1,2,1,蒋草,,1569
1,2,1,哪个问下,,1569
1,3,0,q32444005,就叫他问,1569
1,3,0,wxid_1252782525412,@simmon?做尼酿,1569
3,3,0,kuaful,,1569
1,2,1,买错才,,1569
1,2,1,浪,,1569
3,3,0,kuaful,,1569
3,3,0,kuaful,,1569
49,3,0,kuaful,,1569
3,3,0,kuaful,,1569
1,2,1,稳坐钓鱼台,,1569
1,3,0,kuaful,姜太公,1569
49,2,1,"<msg><appmsgappid=""wxd5b252a1660012b4""sdkver=""0""><title>我用滴滴叫出租，一键叫车，送你券，为随时随地接驾买单</title><des>国内最大智能出行平台，告别路边等车，随时随地出发，领券还能省不少钱！</des><username></username><action>view</action><type>5</type><showtype>0</showtype><content></content><url>http",//pay.xiaojukeji.com/veyron/market_entry/hbrob/gethongbao?id=89c184d61e64e4a15bece2bb94f03861&amp;sign=bee51421a96b9106b7af2ba754179835&amp;lang=zh-CN</url><lowurl></lowurl><dataurl></dataurl><lowdataurl></lowdataurl><contentattr>0</contentattr><streamvideo><streamvideourl></streamvideourl><streamvideototaltime>0</streamvideototaltime><streamvideotitle></streamvideotitle><streamvideowording></streamvideowording><streamvideoweburl></streamvideoweburl><streamvideothumburl></streamvideothumburl><streamvideoaduxinfo></streamvideoaduxinfo><streamvideopublishid></streamvideopublishid></streamvideo><canvasPageItem><canvasPageXml><![CDATA[]]></canvasPageXml></canvasPageItem><appattach><totallen>0</totallen><attachid></attachid><cdnattachurl></cdnattachurl><emoticonmd5></emoticonmd5><aeskey></aeskey><fileext></fileext><islargefilemsg>0</islargefilemsg></appattach><extinfo></extinfo><androidsource>2</androidsource><thumburl></thumburl><mediatagname></mediatagname><messageaction><![CDATA[]]></messageaction><messageext><![CDATA[]]></messageext><emoticongift><packageflag>0</packageflag><packageid></packageid></emoticongift><emoticonshared><packageflag>0</packageflag><packageid></packageid></emoticonshared><designershared><designeruin>0</designeruin><designername>null</designername><designerrediretcturl>null</designerrediretcturl></designershared><emotionpageshared><tid>0</tid><title>null</title><desc>null</desc><iconUrl>null</iconUrl><secondUrl>null</secondUrl><pageType>0</pageType></emotionpageshared><webviewshared><shareUrlOriginal></shareUrlOriginal><shareUrlOpen></shareUrlOpen><jsAppId></jsAppId><publisherId></publisherId></webviewshared><template_id></template_id><md5></md5><weappinfo><username></username><appid></appid></weappinfo><statextstr>GhQKEnd4ZDViMjUyYTE2NjAwMTJiNA==</statextstr></appmsg></msg>,1569
3,2,1,,,1569
1,3,0,kuaful,草草喜上眉梢,1569
1,2,1,点你get到了吧,,1569
3,2,1,,,1569
1,2,1,旁边,,1569
1,2,1,在额,,1569
3,2,1,,,1569
3,3,0,wxid_1252782525412,,1569
1,2,1,高级呢,,1569
1,3,0,wxid_1252782525412,找到个好地方,1569
1,3,0,q32444005,哪阔啊,1569
1,3,0,q32444005,龙井？,1569
1,3,0,q32444005,梅家坞？,1569
1,3,0,wxid_1252782525412,里鸡笼山,1569
1,3,0,q32444005,在哪,1569
48,3,0,wxid_1252782525412,,1569
1,3,0,q32444005,晓得了,1569
1,3,0,q32444005,隔壁的鸟语花香也不丑,1569
1,2,1,你全晓得,,1569
1,3,0,wxid_1252782525412,很安静,1569
49,3,0,q32444005,,1569
1,3,0,q32444005,附近的茶人村也很好,1569
1,3,0,q32444005,青桃也不丑,1569
3,3,0,kuaful,,1569
1,3,0,wxid_1252782525412,明天几点的票,1569
1,3,0,kuaful,八点半,1569
1,3,0,q32444005,南站集合,1569
1,3,0,wxid_1252782525412,浪,1569
1,3,0,wxid_1252782525412,那不是要七点就出发了,1569
3,3,0,kuaful,,1569
1,3,0,wxid_1252782525412,高级,1569
1,3,0,kuaful,起得来啊？,1569
1,3,0,kuaful,@我要去西藏?你几点到,1569
1,3,0,q32444005,嗯看看,1569
1,3,0,q32444005,11.2,1569
1,3,0,kuaful,我们十一点,1569
1,3,0,q32444005,正好,1569
1,3,0,kuaful,小皮蛋你看呢,1569
1,3,0,wxid_1252782525412,可,1569
1,3,0,wxid_1252782525412,麻痹,1569
1,3,0,wxid_1252782525412,感冒了,1569
1,3,0,q32444005,正好杀菌,1569
1,3,0,wxid_1252782525412,发烧腿系软,1569
1,3,0,q32444005,不要走路，没关系,1569
1,3,0,wxid_1252782525412,浪,1569
1,3,0,kuaful,突破自己,1569
3,3,0,kuaful,,1569
3,3,0,wxid_1252782525412,,1569
1,3,0,wxid_1252782525412,怎么办,1569
1,2,1,可以不喝,,1569
1,3,0,kuaful,#吱口令#长按复制此消息，打开支付宝关注运单图片QPuqs720Wl,1569
3,2,1,,,1569
3,2,1,,,1569
1,3,0,q32444005,浪，顺风车没法坐了,1569
1,3,0,kuaful,你们今天不休息吗？,1569
1,3,0,kuaful,为了明天中午,1569
1,3,0,q32444005,为了明天，今天为什么要休息,1569
1,3,0,q32444005,内心充满了激动,1569
1,3,0,kuaful,一个好的Soldier会宠辱不惊，平静地为每一场战斗做好准备,1569
1,3,0,q32444005,明天看你表演,1569
1,3,0,q32444005,嗯们只是配角,1569
1,3,0,q32444005,预测一下，明天谁先倒,1569
1,3,0,kuaful,小皮蛋已经倒了,1569
1,2,1,浪,,1569
1,2,1,真的假的,,1569
1,2,1,张先生,,1569
1,2,1,张先生,,1569
1,2,1,张先生,,1569
1,3,0,q32444005,欲扬先抑，他一惯的做法,1569
1,3,0,kuaful,@我要去西藏?看破不说破,1569
1,3,0,q32444005,嗯比较实诚,1569
1,2,1,浪,,1569
1,2,1,看破红层,,1569
1,3,0,kuaful,小皮蛋人呢,1569
436207665,2,1,"<msg><appmsgappid=""""sdkver=""""><des><![CDATA[我给你发了一个红包，赶紧去拆!祝：恭喜发财，大吉大利！]]></des><url><![CDATA[https",//wxapp.tenpay.com/mmpayhb/wxhb_personalreceive?showwxpaytitle=1&msgtype=1&channelid=1&sendid=1000039401201709167018992275006]]></url><type><![CDATA[2001]]></type><title><![CDATA[微信红包]]></title><thumburl><![CDATA[http,1569
10000,4,0,"<imgsrc=""SystemMessages_HongbaoIcon.png""/>姜海东领取了你的<_wc_custom_link_color=""#FD9931""href=""weixin","//weixinhongbao/opendetail?sendid=1000039401201709167018992275006"">红包</_wc_custom_link_>",1569
10000,3,0,"<imgsrc=""SystemMessages_HongbaoIcon.png""/>你领取了哈哈哈的<_wc_custom_link_color=""#FD9931""href=""weixin","//weixinhongbao/opendetail?sendid=1000039401201709167018992275006&sign=&ver=0"">红包</_wc_custom_link_>",1569
3,3,0,wxid_1252782525412,,1569
1,2,1,家宴呢？,,1569
1,3,0,kuaful,不敢参加了？,1569
1,2,1,咦哒哒舅哒哒,,1569
1,2,1,都欢送了？,,1569
1,3,0,wxid_1252782525412,浪,1569
1,3,0,wxid_1252782525412,明天走,1569
1,3,0,wxid_1252782525412,感冒么得胃口欧,1569
1,2,1,一切为了明天是哒,,1569
1,3,0,wxid_1252782525412,浑身冒虚汗,1569
1,2,1,??,,1569
1,2,1,??,,1569
1,2,1,??,,1569
1,2,1,??,,1569
1,3,0,wxid_1252782525412,明天嗯给你们倒酒,1569
1,2,1,你觉得呢,,1569
1,3,0,kuaful,昨晚故意在外面冻的不轻,1569
1,3,0,wxid_1252782525412,身体是革命的本钱,1569
1,2,1,昨晚故意在外面冻的不轻,,1569
1,3,0,q32444005,昨晚故意在外面冻的不轻,1569
43,3,0,kuaful,7,1569
43,3,0,q32444005,4,1569
1,3,0,q32444005,一样的，在工作,1569
1,3,0,q32444005,一切为了明天,1569
1,2,1,@我要去西藏?键盘晒亮,,1569
1,3,0,q32444005,红包雨开始了,1569
1,3,0,q32444005,说明工作的勤快,1569
1,3,0,q32444005,@simmon?你不是在工作吗,1569
1,3,0,kuaful,红包质量变低,1569
1,3,0,kuaful,恩是检测下质量的,1569
1,3,0,q32444005,质量确实很低,1569
1,3,0,q32444005,@我爱周星驰,1569
1,3,0,q32444005,红包来了,1569
1,3,0,q32444005,浪，看来今天没什么红包了,1569
1,3,0,q32444005,难得今天有空,1569
1,3,0,kuaful,人走茶凉,1569
1,3,0,kuaful,生意人就是这么现实,1569
1,3,0,q32444005,生意做过了，就没声音了,1569
3,3,0,kuaful,,1569
1,3,0,kuaful,@我爱周星驰你们邻居是小三啵？,1569
3,3,0,kuaful,,1569
3,3,0,kuaful,,1569
1,3,0,wxid_1252782525412,发烧了,1569
1,3,0,kuaful,多少度啊,1569
1,3,0,wxid_1252782525412,没数,1569
1,3,0,wxid_1252782525412,退子洗软,1569
1,3,0,kuaful,最近经常被套路伤害，希望这次不是,1569
1,3,0,q32444005,没关系，晚上早点睡觉,1569
1,3,0,kuaful,捂寒,1569
1,3,0,q32444005,明天就好了，明天不要走路,1569
1,3,0,kuaful,明天就可以重启了,1569
1,3,0,wxid_1252782525412,明天8：20到火车站差不多啊,1569
1,3,0,q32444005,你们几点火车欧,1569
1,3,0,wxid_1252782525412,七点在家出发，浪,1569
1,3,0,kuaful,可以,1569
1,3,0,kuaful,8点20,1569
1,3,0,kuaful,我们八点半,1569
1,3,0,wxid_1252782525412,上班也么得这么敬业,1569
1,3,0,kuaful,做的动车,1569
1,3,0,kuaful,D开头的,1569
1,3,0,kuaful,经济实惠,1569
3,3,0,q32444005,,1569
1,3,0,q32444005,8.40啊？,1569
1,3,0,kuaful,恩,1569
1,3,0,q32444005,那你们稍微等嗯个时候,1569
1,3,0,q32444005,因为嗯也是动车,1569
1,3,0,kuaful,可以,1569
1,3,0,q32444005,经济实惠,1569
1,3,0,kuaful,皮蛋到了站要休息哈子估计,1569
1,3,0,kuaful,嗯到时候扶住他去战场,1569
1,3,0,kuaful,@我要去西藏浪。经济实惠这四个字只有我们两个懂，,1569
1,3,0,q32444005,嗯也扶，架过去,1569
1,3,0,q32444005,所以买的时候动车,1569
1,3,0,kuaful,懂得自然懂,1569
1,3,0,q32444005,对明天的形势有点担忧,1569
1,3,0,q32444005,我们的中坚力量受伤了,1569
1,3,0,kuaful,阵型由343调整为451阵型,1569
1,3,0,q32444005,很好奇那个一是哪个,1569
1,3,0,kuaful,David·姜,1569
3,3,0,kuaful,,1569
1,3,0,kuaful,国家队正印前锋，南京人,1569
1,2,1,浪,,1569
1,2,1,你们真能聊,,1569
1,2,1,逗做动车,,1569
1,2,1,你们真棒,,1569
3,2,1,,,1569
1,2,1,11个人现在,,1569
1,2,1,要不要补充着兵源,,1569
1,3,0,kuaful,草,1569
1,2,1,真认不得,,1569
1,2,1,虽然加了微信,,1569
1,2,1,人家也不在南京,,1569
1,2,1,好像在张家界,,1569
1,3,0,kuaful,那没得了,1569
1,3,0,kuaful,请七喜来,1569
1,2,1,山人自有妙计,,1569
1,3,0,kuaful,@小心我来了?动车回啊？,1569
1,3,0,wxid_1252782525412,可,1569
1,2,1,浪,,1569
1,3,0,q32444005,浪,1569
1,2,1,啊嗯早上一个人走,,1569
1,3,0,q32444005,你怎么不跟他们一块啊,1569
1,3,0,kuaful,一切还没定,1569
3,3,0,kuaful,,1569
1,3,0,kuaful,浪,1569
1,3,0,kuaful,比上班早,1569
1,3,0,q32444005,浪，人也是一样的,1569
1,3,0,q32444005,明天？,1569
1,3,0,q32444005,车子停到公司啊？,1569
1,3,0,kuaful,安,1569
1,3,0,kuaful,在班上过去，地铁省钱,1569
1,3,0,q32444005,浪，省死了,1569
1,3,0,kuaful,又略胜你一筹？,1569
1,3,0,q32444005,不是略胜,1569
1,2,1,完胜？,,1569
3,2,1,,,1569
3,2,1,,,1569
47,3,0,kuaful,0,1569
1,3,0,kuaful,保利尼奥牛逼,1569
1,3,0,kuaful,碎叫,1569
1,2,1,?,,1569
1,2,1,早上见,,1569
1,3,0,wxid_1252782525412,发烧中,1569
1,3,0,kuaful,@小心我来了?实在不行就不要来了，身体第一,1569
1,3,0,kuaful,会议不是一定要你的,1569
1,3,0,kuaful,茅台最终都是你的,1569
1,3,0,wxid_1252782525412,那不是翠苑人的性格,1569
1,3,0,q32444005,犟,1569
3,3,0,wxid_1252782525412,,1569
1,3,0,kuaful,请你吃早饭啊,1569
1,3,0,q32444005,浪,1569
1,3,0,q32444005,开会必备神器,1569
3,3,0,kuaful,,1569
1,3,0,wxid_1252782525412,嗯呢,1569
-1879048186,3,0,kuaful,,1569
1,3,0,wxid_1252782525412,清淡点的，洗饿,1569
10000,4,0,位置共享已经结束,,1569
1,3,0,kuaful,到麦当劳吃,1569
3,3,0,kuaful,,1569
3,3,0,wxid_1252782525412,,1569
1,3,0,wxid_1252782525412,某人以逸待劳胜券在握,1569
1,3,0,kuaful,好像是的,1569
3,3,0,kuaful,,1569
1,3,0,wxid_1252782525412,这场战争还没开始结局已注定,1569
1,3,0,kuaful,有人没开始就黑的发力了,1569
1,3,0,wxid_1252782525412,焦虑症的综合症状,1569
1,3,0,kuaful,智力低下的典型特征,1569
1,3,0,kuaful,343还是451啊？,1569
1,3,0,wxid_1252782525412,442,1569
1,3,0,kuaful,中后场智力低下怎么办,1569
1,3,0,kuaful,要个影子前锋和拖后中场,1569
1,3,0,wxid_1252782525412,后勤保障也不可或缺,1569
1,3,0,kuaful,马上就到,1569
1,3,0,wxid_1252782525412,哪阔跟嗯一趟嘛,1569
1,3,0,kuaful,浪,1569
1,3,0,kuaful,估计是的,1569
43,3,0,wxid_1252782525412,0,1569
43,3,0,kuaful,0,1569
1,3,0,wxid_1252782525412,浪,1569
10000,4,0,黄亮修改群名为“动车组军团????????”,,1569
1,3,0,kuaful,到了,1569
1,3,0,kuaful,你报站了吗,1569
1,3,0,wxid_1252782525412,报了,1569
1,3,0,kuaful,浪,1569
1,3,0,kuaful,尴尬的一笔吊糟,1569
1,3,0,wxid_1252782525412,扶梯口见,1569
43,3,0,kuaful,1,1569
43,3,0,kuaful,5,1569
3,3,0,wxid_1252782525412,,1569
43,3,0,q32444005,5,1569
3,3,0,q32444005,,1569
3,3,0,q32444005,,1569
-1879048186,3,1,"<msg><appmsgappid=""""sdkver=""0""><type>17</type><title><![CDATA[我发起了位置共享]]></title></appmsg><fromusername>wxid_0mkad3zxhnsr22</fromusername></msg>",,1569
10000,4,0,位置共享已经结束,,1569
436207665,2,1,<msg>,,1569
10000,4,0,"<imgsrc=""SystemMessages_HongbaoIcon.png""/>姜海东领取了你的<_wc_custom_link_color=""#FD9931""href=""weixin","//weixinhongbao/opendetail?sendid=1000039401201709177004303642171"">红包</_wc_custom_link_>",1569
1,3,0,q32444005,他们两个人误车了么？,1569
1,3,0,q32444005,@我爱周星驰?帮我带个充电器包,1569
10000,4,0,"<imgsrc=""SystemMessages_HongbaoIcon.png""/>黄亮领取了你的<_wc_custom_link_color=""#FD9931""href=""weixin","//weixinhongbao/opendetail?sendid=1000039401201709177004303642171"">红包</_wc_custom_link_>",1569
1,2,1,@我要去西藏?线头你有啊,,1569
1,3,0,q32444005,一样没的,1569
1,3,0,q32444005,嗯包没带,1569
1,3,0,kuaful,@我要去西藏?嗯有,1569
10000,4,0,"<imgsrc=""SystemMessages_HongbaoIcon.png""/>张保重领取了你的<_wc_custom_link_color=""#FD9931""href=""weixin","//weixinhongbao/opendetail?sendid=1000039401201709177004303642171"">红包</_wc_custom_link_>",1569
10000,3,0,"<imgsrc=""SystemMessages_HongbaoIcon.png""/>你领取了哈哈哈的<_wc_custom_link_color=""#FD9931""href=""weixin","//weixinhongbao/opendetail?sendid=1000039401201709177004303642171&sign=&ver=0"">红包</_wc_custom_link_>",1569
3,2,1,,,1569
1,2,1,悠然自得,,1569
1,3,0,kuaful,以逸待劳,1569
1,3,0,q32444005,浪，我们的体力消耗太大,1569
1,3,0,q32444005,无形之中战斗力下降了,1569
1,2,1,浪,,1569
1,2,1,人跟你们一条裤子,,1569
1,2,1,好吧,,1569
1,3,0,wxid_1252782525412,带个花露水，膀子被蚊子咬了几口@我爱周星驰?,1569
1,3,0,wxid_1252782525412,@我爱周星驰?嗯们到站然后呢,1569
1,2,1,好的,,1569
1,2,1,你们三个人拼车,,1569
1,3,0,kuaful,拼车到哪里啊,1569
48,2,1,"<msg><locationx=""31.95166015625""y=""118.83773803710938""scale=""16""label=""江苏省南京市江宁区上元大街328-1号""poiname=""夜上海大酒店(江宁店)""infourl=""""maptype=""0""/></msg>",,1569
1,2,1,你们到哪了,,1569
1,3,0,q32444005,还有半个小时差不多到站,1569
3,3,0,kuaful,,1569
1,3,0,q32444005,你们到啦？稍微等嗯哈子,1569
1,3,0,q32444005,@simmon?@小心我来了?你们在哪,1569
34,3,0,kuaful,4820,1569
1,3,0,q32444005,好的，嗯快到站了,1569
3,3,0,kuaful,,1569
1,3,0,kuaful,是你吗,1569
1,3,0,q32444005,那是我兄弟,1569
3,2,1,,,1569
1,2,1,到哪了,,1569
1,2,1,亲们,,1569
1,3,0,q32444005,嗯扶老奶奶出个站,1569
1,2,1,浪,,1569
3,3,0,q32444005,,1569
1,2,1,203包间,,1569
3,3,0,q32444005,,1569
3,3,0,q32444005,,1569
3,3,0,q32444005,,1569
3,3,0,wxid_1252782525412,,1569
3,3,0,wxid_1252782525412,,1569
3,3,0,wxid_1252782525412,,1569
3,3,0,q32444005,,1569
3,3,0,q32444005,,1569
3,3,0,q32444005,,1569
3,3,0,wxid_1252782525412,,1569
3,3,0,wxid_1252782525412,,1569
3,2,1,,,1569
1,2,1,这家啤酒,,1569
1,2,1,真不丑,,1569
1,3,0,q32444005,浪,1569
3,3,0,wxid_1252782525412,,1569
1,3,0,wxid_1252782525412,@我爱周星驰?给我问问出租车，身份证肯定掉在他车上,1569
1,3,0,q32444005,有没有可能落在牛肉拉面店,1569
1,3,0,q32444005,开房的时候拿出来了吗,1569
1,3,0,wxid_1252782525412,明天早上去问问,1569
3,3,0,q32444005,,1569
3,3,0,q32444005,,1569
1,3,0,q32444005,速度如何,1569
1,3,0,wxid_1252782525412,浪,1569
1,3,0,q32444005,最后结果跟0,1569
43,3,0,q32444005,0,1569
1,3,0,wxid_1252782525412,@我爱周星驰?别忘记给我我问问,1569
3,3,0,q32444005,,1569
1,3,0,q32444005,但今天单子不接了,1569
1,3,0,wxid_1252782525412,酒驾,1569
1,3,0,q32444005,已经好了,1569
1,3,0,wxid_1252782525412,我们劝过你了别开车，不背锅,1569
1,3,0,q32444005,中午的酒,1569
1,3,0,wxid_1252782525412,千万不要开车，找代驾,1569
1,3,0,q32444005,嗯，找代驾,1569
1,3,0,q32444005,安全第一,1569
1,2,1,18512544334,,1569
1,2,1,18512523491,,1569
1,3,0,wxid_1252782525412,司机电话？,1569
1,2,1,第二个号码是接车电话,,1569
1,2,1,第一个是滴滴上的标注干嘛,,1569
1,2,1,号码,,1569
1,2,1,@小心我来了?最后一次,,1569
1,2,1,身份证在哪里出现的,,1569
1,3,0,wxid_1252782525412,宾馆里，应该拿了放在裤子口袋里的,1569
1,2,1,早,,1569
1,2,1,电话打过没,,1569
3,2,1,,,1569
1,3,0,q32444005,真早,1569
1,2,1,沉香1979,,1569
1,2,1,他们2个,,1569
1,2,1,不晓得在做呢,,1569
1,3,0,q32444005,浪,1569
